gd7_3h_rep1	gd7_3h_rep2	gd7_5h_rep1	gd7_5h_rep2	toll10b_3h_rep1	toll10b_3h_rep2	toll10b_5h_rep1	toll10b_5h_rep2	toll9_3h_rep1	toll9_3h_rep2	toll9_5h_rep1	toll9_5h_rep2
FBgn0039504	12	6	5	8	9	12	11	4	11	10	11	8
FBgn0002441	1727	806	332	496	504	629	558	344	941	1028	228	473
FBgn0039505	204	102	60	51	86	104	74	60	114	112	26	85
FBgn0046247	144	55	48	55	45	75	73	50	84	79	31	60
FBgn0039507	89	45	200	209	64	92	218	180	145	138	100	376
FBgn0039508	324	160	348	239	186	208	254	333	189	202	162	330
FBgn0039509	2474	1607	824	1045	1346	1472	934	1117	1401	1384	464	993
FBgn0015737	311	171	199	208	199	224	254	234	192	217	96	245
FBgn0040609	19	1	2	5	1	3	2	2	0	0	2	0
FBgn0039510	63	47	53	43	46	66	88	35	63	52	45	69
FBgn0039511	5	1	3	2	3	5	5	2	5	5	5	1
FBgn0260487	31	17	18	12	15	25	36	9	15	14	8	29
FBgn0285938	0	0	0	0	1	0	2	0	0	0	1	0
FBgn0016061	51	24	77	33	59	71	45	75	70	49	33	67
FBgn0265317	2	1	0	3	2	1	4	0	3	4	2	6
FBgn0263401	1	0	0	0	0	0	2	0	0	0	1	1
FBgn0039518	5	2	5	6	5	8	8	7	14	1	7	9
FBgn0039519	1	0	4	2	4	5	2	2	6	4	9	7
FBgn0039520	8	2	5	1	0	2	9	0	11	18	8	7
FBgn0262613	1	0	1	0	0	1	0	0	0	0	2	4
FBgn0039521	0	1	0	2	0	2	7	0	3	0	7	1
FBgn0039522	7	3	4	3	7	1	6	3	5	8	7	9
FBgn0039523	34	38	14	19	19	22	54	10	41	38	13	20
FBgn0046887	4	1	70	0	22	30	2	84	3	4	7	3
FBgn0046886	2	1	31	1	4	7	4	18	1	3	6	4
FBgn0046885	2	5	14	2	5	6	6	24	4	5	6	6
FBgn0004387	543	312	231	350	215	243	344	229	392	363	181	368
FBgn0039525	37	23	25	41	13	20	39	31	55	33	29	97
FBgn0027492	345	187	251	306	245	243	322	256	344	361	151	418
FBgn0040080	99	68	226	258	103	113	289	275	134	150	151	358
FBgn0039527	57	35	22	25	27	30	41	25	33	33	30	36
FBgn0039528	407	206	189	240	242	286	259	197	351	343	143	327
FBgn0039530	39	21	14	17	20	24	31	19	30	25	20	31
FBgn0039529	6	1	12	5	2	5	9	1	4	3	1	4
FBgn0039531	31	14	93	74	26	55	85	88	38	42	52	114
FBgn0039532	116	45	89	106	71	96	88	99	83	69	57	122
FBgn0266579	28	9	11	10	7	11	16	13	24	10	9	18
FBgn0027494	8	5	9	4	2	3	4	2	3	2	4	8
FBgn0002772	11	0	9	1	11	4	0	8	0	3	0	5
FBgn0039536	44	36	48	48	26	49	62	32	58	36	27	46
FBgn0039537	235	140	73	110	72	96	156	98	145	132	76	139
FBgn0039538	45	25	23	55	19	29	50	27	35	28	11	42
FBgn0003330	354	229	197	200	224	256	238	201	274	303	127	235
FBgn0051055	7	5	2	4	3	3	6	2	1	2	1	5
FBgn0046258	10	3	3	4	2	4	8	0	5	7	5	4
FBgn0263024	0	0	1	2	1	1	0	1	0	1	1	0
FBgn0263025	26	20	78	60	23	45	76	69	52	50	49	87
FBgn0086346	624	344	354	418	331	315	331	353	456	411	185	442
FBgn0045862	147	71	237	201	94	169	272	216	127	119	115	264
FBgn0039543	23	17	30	52	18	20	69	37	31	35	31	74
FBgn0039544	277	175	284	237	172	209	283	292	254	262	154	385
FBgn0005659	16	5	5	5	8	6	10	3	15	7	4	10
FBgn0085382	7	6	20	3	10	17	7	16	15	4	2	9
FBgn0039551	2	1	4	3	0	0	0	0	1	0	1	4
FBgn0039552	4	1	5	1	5	5	4	6	2	0	1	1
FBgn0267366	2	4	3	0	2	4	4	3	5	4	6	4
FBgn0039554	549	300	367	363	395	449	376	442	521	546	236	525
FBgn0039555	320	177	241	188	164	189	270	281	216	183	111	245
FBgn0053213	113	69	76	65	79	89	73	93	102	105	48	119
FBgn0039557	396	214	119	123	199	196	128	130	254	245	78	175
FBgn0039558	299	177	119	121	124	193	158	157	203	253	80	193
FBgn0003279	572	292	510	506	376	379	551	548	442	374	219	493
FBgn0027579	878	452	64	140	201	227	144	76	142	150	47	73
FBgn0051053	37	15	3	4	7	13	6	4	6	8	3	4
FBgn0039559	2470	1425	808	918	1025	1162	976	936	1062	1104	586	1380
FBgn0039560	732	425	398	424	404	455	450	375	371	328	207	496
FBgn0039561	314	125	149	154	97	132	176	143	167	173	66	180
FBgn0039562	1148	609	554	640	307	384	710	551	460	434	277	644
FBgn0039563	323	166	222	212	222	292	217	237	275	256	172	359
FBgn0039564	76	29	6	11	20	29	14	13	31	28	7	19
FBgn0039565	337	169	106	97	166	187	108	129	198	159	47	124
FBgn0259990	777	302	54	94	75	126	106	47	171	150	29	53
FBgn0051253	1229	605	23	266	390	463	147	18	491	478	27	46
FBgn0051131	1208	611	19	252	419	498	158	27	487	496	20	42
FBgn0039566	1859	851	312	365	527	558	369	340	713	690	171	428
FBgn0003890	46	27	36	29	23	36	35	28	54	34	12	38
FBgn0039568	3	1	4	5	1	4	5	4	2	3	2	6
FBgn0085391	10	8	23	8	21	22	12	11	11	17	7	18
FBgn0085383	15	3	10	7	9	7	19	7	11	8	8	14
FBgn0262588	4	6	0	2	3	3	3	0	5	1	1	0
FBgn0262587	3	0	2	2	5	2	1	1	1	1	3	3
FBgn0085465	1	3	6	0	4	4	6	1	2	0	3	1
FBgn0085466	5	1	1	1	1	0	1	3	2	1	3	4
FBgn0002865	3	2	4	5	1	3	4	6	2	3	3	4
FBgn0004171	2	2	4	1	1	2	3	0	2	2	2	2
FBgn0039576	5	2	2	1	3	4	3	2	2	4	2	2
FBgn0039577	4	3	3	2	2	9	5	2	2	3	5	3
FBgn0261618	1696	875	1364	1753	1114	1490	1914	1299	1475	1392	704	1898
FBgn0039580	716	399	309	347	419	489	388	360	610	567	185	387
FBgn0039581	1080	585	392	448	494	581	509	420	738	767	212	587
FBgn0039582	5	2	1	4	4	3	4	1	3	5	1	5
FBgn0039584	4	5	6	2	4	6	9	5	9	4	3	8
FBgn0039585	5	4	10	2	4	7	6	7	4	2	7	5
FBgn0013813	55	45	41	46	41	56	60	33	69	44	49	61
FBgn0051051	3	2	56	7	8	13	5	54	3	1	4	3
FBgn0003137	36	32	566	36	120	178	58	535	46	38	32	54
FBgn0039588	105	55	69	85	80	81	99	72	97	84	51	94
FBgn0000659	877	423	811	667	457	667	858	821	747	686	393	969
FBgn0026400	137	88	142	162	91	112	184	146	86	116	65	108
FBgn0001215	1030	537	792	679	691	916	815	808	1004	945	387	892
FBgn0039589	313	166	165	170	172	231	179	166	268	268	99	256
FBgn0039590	1353	623	548	630	526	552	693	556	834	797	329	838
FBgn0039591	56	18	10	29	6	10	28	8	21	14	14	15
FBgn0039592	3	1	0	6	1	4	5	2	7	1	3	3
FBgn0051050	4	0	1	1	0	0	0	2	0	0	1	0
FBgn0053346	7	4	8	4	14	11	5	4	11	6	7	5
FBgn0039593	7	6	15	4	5	11	10	19	10	7	14	30
FBgn0039594	12	3	15	6	11	18	13	9	10	11	9	9
FBgn0027655	298	176	249	309	234	282	333	263	357	356	193	423
FBgn0039595	10	9	2	3	1	8	14	1	6	7	5	6
FBgn0039596	5	4	7	5	5	6	13	3	9	3	6	9
FBgn0039597	16	7	1	2	7	3	1	3	7	5	8	4
FBgn0039598	5	1	4	3	5	5	4	3	4	2	7	3
FBgn0085324	2	0	2	0	3	0	3	2	4	3	1	0
FBgn0039599	2	4	4	1	3	3	5	4	3	0	4	0
FBgn0261289	1	1	1	2	1	0	5	3	2	1	0	1
FBgn0005642	893	470	558	573	513	572	631	619	705	597	294	699
FBgn0039600	2601	1266	1418	1268	1240	1379	1174	1463	1711	1605	604	1494
FBgn0039601	211	127	145	131	142	157	210	157	141	181	83	185
FBgn0039602	578	284	256	349	274	312	386	304	359	355	166	416
FBgn0024273	96	49	108	115	62	77	114	106	81	92	46	164
FBgn0015589	92	41	84	70	47	53	75	56	83	64	41	86
FBgn0264324	78	40	44	34	35	57	73	29	64	48	47	84
FBgn0265274	1806	803	358	596	1123	1389	579	403	1693	1686	297	779
FBgn0053203	11	7	9	6	1	8	6	4	14	12	4	13
FBgn0039609	18	13	8	8	4	4	6	11	9	7	6	13
FBgn0039611	10	10	68	48	27	38	53	89	28	25	43	81
FBgn0039612	26	11	51	23	30	34	32	77	36	27	61	78
FBgn0039613	9	5	9	5	10	6	6	4	10	7	7	8
FBgn0027578	18	12	42	58	21	29	39	61	46	32	71	129
FBgn0265998	3294	1642	2016	2265	1572	1910	2485	2185	2065	2009	1060	2777
FBgn0039616	198	100	127	171	104	126	163	145	174	171	85	236
FBgn0039617	6	3	9	1	7	2	4	3	8	4	3	5
FBgn0039620	16	5	4	5	7	5	7	1	14	25	0	6
FBgn0039621	7	0	1	5	3	3	0	1	4	3	2	2
FBgn0039622	3	4	2	0	2	5	2	0	2	0	1	1
FBgn0039623	644	340	328	281	307	324	303	313	442	436	174	329
FBgn0041780	78	48	33	35	59	77	35	35	87	102	36	68
FBgn0039625	314	198	65	71	173	222	90	66	166	177	49	86
FBgn0027873	480	250	194	172	307	308	191	200	295	336	92	206
FBgn0039626	421	207	307	206	203	311	293	250	255	284	103	288
FBgn0003093	24	14	26	18	19	14	33	18	26	20	20	36
FBgn0039627	127	74	104	66	93	116	96	94	116	140	51	89
FBgn0039628	69	32	31	38	52	49	43	40	58	64	16	50
FBgn0039629	21	15	11	6	11	13	14	5	15	17	2	9
FBgn0039630	16	12	2	7	7	9	10	3	5	8	5	4
FBgn0039631	642	308	189	227	305	287	243	172	383	373	115	249
FBgn0039632	1011	539	358	362	454	565	405	412	708	704	220	560
FBgn0039633	3891	1946	1680	2112	1905	2294	2435	1817	3252	3132	1160	2935
FBgn0039634	255	156	224	227	191	251	263	242	169	210	124	279
FBgn0039635	273	122	171	201	170	212	207	155	225	216	113	217
FBgn0039636	726	430	221	220	337	428	277	234	457	440	111	272
FBgn0005596	172	89	222	209	148	184	267	239	183	211	131	341
FBgn0039637	137	72	52	65	62	62	76	62	120	108	40	102
FBgn0039638	188	126	165	161	167	178	186	226	190	242	109	213
FBgn0028671	406	213	289	354	234	287	357	313	373	372	218	427
FBgn0039639	12	12	12	5	10	18	16	12	11	24	18	23
FBgn0039640	25	12	14	7	11	14	8	3	10	16	9	8
FBgn0039641	35	16	13	23	19	17	31	19	43	36	21	43
FBgn0039642	103	48	37	45	48	58	62	34	79	92	26	72
FBgn0014869	11	2	4	6	7	8	7	7	6	8	7	6
FBgn0041588	1032	557	316	405	651	759	416	371	1044	1035	196	503
FBgn0041186	1697	860	462	597	1000	1165	719	521	1369	1432	295	804
FBgn0028692	1229	633	467	509	653	768	547	558	896	885	263	654
FBgn0039644	360	154	92	88	187	201	128	74	249	335	61	128
FBgn0039645	50	19	9	13	15	23	28	7	26	27	9	15
FBgn0039647	11	6	8	9	7	8	10	7	16	8	9	11
FBgn0039648	6	4	13	1	6	8	9	6	8	6	4	3
FBgn0014427	9	2	12	6	4	5	4	9	4	5	6	4
FBgn0039650	21	6	16	8	18	21	8	7	26	28	10	10
FBgn0039651	13	9	12	5	3	17	15	15	12	16	10	10
FBgn0029176	631	331	512	481	434	493	518	576	496	494	169	513
FBgn0062442	133	72	132	128	75	88	153	129	118	123	105	171
FBgn0039654	989	528	312	336	551	589	363	322	612	618	197	356
FBgn0039655	12	6	8	4	9	2	11	5	13	5	6	9
FBgn0028476	283	149	318	408	143	180	427	295	247	209	191	433
FBgn0039656	6	4	14	8	12	11	19	3	15	8	16	4
FBgn0051445	10	4	11	3	8	8	13	3	7	6	13	21
FBgn0263236	18	10	24	16	19	22	28	19	16	10	19	18
FBgn0003525	417	257	1201	2944	550	831	3241	1364	805	822	923	2586
FBgn0267104	1	1	2	0	1	1	2	3	1	1	1	0
FBgn0039659	3	5	9	0	4	5	7	4	6	3	2	4
FBgn0015622	555	313	282	294	359	401	309	343	444	468	134	313
FBgn0267106	1	0	0	1	0	0	1	0	0	1	0	0
FBgn0004369	345	176	268	348	118	149	461	238	134	139	143	390
FBgn0039663	626	333	100	179	126	153	186	109	332	309	127	217
FBgn0039664	107	68	32	41	15	30	74	40	47	46	33	83
FBgn0040623	498	304	180	178	241	260	197	226	292	307	95	200
FBgn0039665	160	89	101	154	63	76	185	145	123	101	76	179
FBgn0039666	19	4	2	4	4	1	7	1	3	3	1	3
FBgn0039667	19	10	20	18	14	19	32	16	21	19	5	13
FBgn0039668	152	94	141	204	104	115	221	161	205	192	117	315
FBgn0039669	4	1	4	3	1	3	2	0	2	2	4	2
FBgn0000492	34	19	64	16	23	43	16	72	233	228	153	427
FBgn0039670	9	3	4	2	3	2	5	5	0	7	6	4
FBgn0039671	11	4	2	7	8	8	7	2	13	9	2	6
FBgn0051041	11	1	2	2	9	6	9	2	8	3	2	7
FBgn0086361	235	118	188	259	161	180	222	218	232	224	112	310
FBgn0039673	6	3	6	4	2	10	7	2	9	11	0	6
FBgn0262873	0	2	6	2	2	4	7	4	2	1	1	6
FBgn0039674	46	16	26	19	25	39	24	22	39	36	14	15
FBgn0266137	13	8	14	6	15	14	19	12	16	5	13	10
FBgn0039675	9	8	3	7	4	3	11	1	7	3	5	8
FBgn0039676	15	9	14	17	8	10	31	10	17	21	23	20
FBgn0039677	6	1	3	4	5	6	10	4	3	5	9	10
FBgn0039678	221	145	256	451	126	126	609	283	365	345	808	1787
FBgn0039679	49	33	174	230	74	105	319	188	309	283	662	1431
FBgn0025457	471	253	242	349	271	276	358	291	363	417	167	402
FBgn0039680	1916	905	1035	1271	959	1141	1200	1140	1348	1193	595	1416
FBgn0039681	6	1	3	2	2	3	4	6	4	2	3	3
FBgn0013972	10	6	9	8	3	14	11	2	11	13	6	9
FBgn0039682	4	3	9	0	5	5	6	1	4	3	2	7
FBgn0039683	22	10	23	28	7	17	21	21	20	12	19	25
FBgn0039684	2	0	4	1	5	8	1	4	4	3	1	7
FBgn0250832	3	0	0	0	0	0	1	0	3	0	1	0
FBgn0039685	2	1	1	2	6	3	2	1	3	0	0	2
FBgn0039686	12	2	5	3	3	5	4	4	2	2	4	4
FBgn0085325	3	3	1	0	0	3	4	0	1	0	2	1
FBgn0024841	56	40	39	41	16	27	44	29	40	31	22	36
FBgn0039687	199	111	156	146	142	157	161	135	165	162	109	194
FBgn0042213	45	22	33	32	25	23	44	33	22	33	16	46
FBgn0039688	111	50	55	110	31	40	168	47	55	43	26	56
FBgn0027583	68	42	40	71	28	32	78	45	32	52	28	69
FBgn0039689	184	94	66	77	106	136	114	78	114	109	36	78
FBgn0039690	24	13	13	47	17	23	52	22	27	23	15	39
FBgn0027518	395	191	275	246	232	261	250	305	282	343	122	298
FBgn0039691	180	111	95	126	101	125	134	87	149	164	61	138
FBgn0020235	491	283	156	207	259	287	205	200	315	297	108	253
FBgn0260990	560	268	249	316	261	334	326	303	396	408	135	347
FBgn0001297	234	135	186	812	72	91	887	194	129	103	97	240
FBgn0039694	11	3	9	6	7	8	9	1	12	6	2	4
FBgn0262112	960	583	81	167	649	674	217	81	966	887	62	141
FBgn0039696	576	321	264	305	209	282	319	274	404	409	141	383
FBgn0019972	399	224	172	180	177	202	182	162	238	282	82	197
FBgn0039697	150	100	61	77	80	105	95	61	95	102	44	101
FBgn0039698	218	97	84	74	121	120	112	66	135	166	50	92
FBgn0002924	658	395	691	846	547	696	1025	710	746	685	479	1185
FBgn0000247	242	141	247	285	160	201	285	243	212	201	127	323
FBgn0039702	75	48	75	82	43	64	119	94	51	74	60	90
FBgn0039703	7	6	7	1	7	3	2	1	5	4	4	3
FBgn0039704	13	13	15	19	7	18	32	13	24	18	23	19
FBgn0039705	302	167	122	156	167	153	159	125	185	188	75	205
FBgn0260969	1	1	0	2	1	0	2	2	1	3	0	1
FBgn0039707	8	3	6	2	0	4	7	0	2	2	4	6
FBgn0039709	39	29	79	193	35	43	219	76	69	60	83	191
FBgn0039710	790	413	450	585	457	496	554	502	591	611	246	645
FBgn0039711	215	138	154	166	111	163	219	192	143	167	116	208
FBgn0039712	249	141	219	224	189	257	264	220	242	267	129	271
FBgn0039713	1041	582	893	869	759	823	750	1000	925	750	614	850
FBgn0039714	85	43	39	47	40	57	41	37	73	102	22	67
FBgn0083969	1095	535	379	473	523	625	424	398	813	818	231	571
FBgn0051038	37	13	54	36	49	59	41	48	33	33	19	48
FBgn0039718	1	2	0	1	0	1	5	0	0	1	0	1
FBgn0039719	4	2	1	2	0	5	0	0	3	2	2	3
FBgn0051036	16	4	9	7	7	15	9	9	10	10	7	8
FBgn0039722	4	3	30	5	9	12	3	36	0	1	2	1
FBgn0003861	30	18	134	16	53	73	27	143	42	35	26	18
FBgn0003357	8	2	3	6	6	1	6	5	6	6	7	6
FBgn0003356	13	2	5	4	4	4	4	3	8	2	9	9
FBgn0003358	2	4	2	1	2	5	4	3	13	6	17	18
FBgn0039723	4	5	3	4	3	7	3	4	1	2	2	2
FBgn0051202	164	85	133	214	116	113	217	134	186	179	84	204
FBgn0051040	628	411	564	451	489	544	397	690	501	522	238	505
FBgn0260759	246	130	102	85	159	167	105	129	199	158	60	104
FBgn0260760	128	61	67	73	82	97	83	69	107	99	25	73
FBgn0039726	237	106	89	109	114	115	103	86	154	129	53	84
FBgn0039727	954	461	422	564	510	558	588	451	762	758	304	662
FBgn0004622	17	5	7	7	6	12	6	5	10	4	6	8
FBgn0039728	18	12	43	24	14	20	26	22	16	16	14	22
FBgn0000032	100	41	44	58	54	64	68	48	87	89	44	59
FBgn0039730	404	201	212	184	224	298	214	208	313	319	104	229
FBgn0039731	482	243	232	211	200	276	275	263	254	300	120	263
FBgn0039732	137	70	46	41	54	72	77	52	82	85	37	68
FBgn0039733	326	168	232	206	225	276	299	216	244	237	98	289
FBgn0085327	117	53	61	79	53	70	97	39	53	79	41	67
FBgn0039734	1037	607	318	332	510	564	381	394	748	801	212	436
FBgn0039735	693	419	416	338	308	389	317	453	453	466	141	331
FBgn0016685	177	90	257	233	121	184	298	269	187	190	94	213
FBgn0039736	8	5	22	17	4	13	38	20	14	10	10	14
FBgn0039737	40	15	24	23	19	32	38	30	32	44	39	47
FBgn0039738	198	89	155	158	140	150	144	159	204	214	97	261
FBgn0039739	16	5	2	6	1	2	9	3	5	2	1	5
FBgn0026597	404	142	171	202	205	237	244	192	291	294	100	289
FBgn0039740	841	549	261	188	376	448	261	313	494	499	141	293
FBgn0041102	19	6	2	4	2	5	4	3	12	8	3	6
FBgn0001281	348	145	75	108	118	107	97	76	204	199	36	82
FBgn0001280	284	160	44	66	88	133	83	52	132	157	23	58
FBgn0003511	1737	894	242	259	534	635	305	290	843	733	162	303
FBgn0003510	10824	5333	194	294	2820	3494	328	206	7105	6240	155	349
FBgn0003512	2317	1104	299	336	628	868	362	318	1236	1128	177	412
FBgn0002626	182	93	182	187	119	164	238	211	150	161	97	187
FBgn0039741	328	163	120	108	188	211	149	124	237	285	73	186
FBgn0039742	10	6	2	2	8	6	5	0	8	4	5	7
FBgn0039743	616	293	258	305	355	409	303	281	440	452	170	408
FBgn0003479	181	102	85	104	109	129	98	97	142	169	70	149
FBgn0039744	10	20	11	6	2	11	11	9	15	24	7	11
FBgn0085346	60	36	38	25	33	39	32	62	38	48	18	36
FBgn0260468	96	53	50	51	69	79	82	56	72	74	31	65
FBgn0266411	226	119	265	293	185	208	338	284	212	238	158	413
FBgn0266442	4	4	2	5	3	3	8	2	6	5	4	3
FBgn0266443	3	4	3	1	1	1	4	1	4	0	4	1
FBgn0051025	14	8	13	10	7	7	13	6	14	7	9	10
FBgn0051029	39	31	21	37	27	32	50	26	40	60	54	45
FBgn0086355	9	5	8	4	7	4	6	5	4	8	4	10
FBgn0039747	5	2	12	3	5	7	12	7	13	5	5	11
FBgn0039748	3	1	2	4	2	2	6	1	1	2	4	2
FBgn0039749	8	10	42	8	33	28	11	48	11	6	6	10
FBgn0051030	47	28	119	14	21	41	12	126	31	19	28	64
FBgn0051028	18	24	22	30	20	13	27	22	45	28	17	16
FBgn0002773	34	23	22	13	20	18	24	15	31	28	11	21
FBgn0039751	77	35	48	55	51	75	61	35	59	68	34	56
FBgn0039752	24	13	6	1	2	11	9	2	18	20	5	4
FBgn0260860	82	50	29	41	49	38	41	32	69	76	31	43
FBgn0039754	4	4	6	7	4	8	5	4	9	2	7	10
FBgn0039755	9	2	13	7	13	15	11	11	14	10	14	12
FBgn0039756	9	5	17	7	6	10	12	14	11	2	8	11
FBgn0039757	175	99	211	186	147	174	233	223	172	167	85	208
FBgn0000094	2	0	0	0	0	1	1	0	2	0	0	0
FBgn0000276	3	1	0	0	1	0	2	0	1	0	1	2
FBgn0000277	1	1	1	0	0	2	2	2	3	2	1	0
FBgn0000278	0	0	1	0	0	1	1	0	0	0	0	0
FBgn0000279	1	0	1	3	2	3	1	0	0	2	0	2
FBgn0263402	1	1	1	0	0	3	2	0	1	0	1	0
FBgn0039758	6	2	8	6	6	7	8	5	6	7	9	9
FBgn0039759	9	10	2	7	3	7	17	5	11	10	7	8
FBgn0085328	8	0	5	0	0	2	2	2	2	5	2	2
FBgn0039760	20	12	12	8	9	13	15	7	24	23	15	16
FBgn0039761	2	0	2	2	3	1	0	1	6	2	2	3
FBgn0010113	96	48	32	93	44	43	101	25	58	48	23	54
FBgn0085329	2	0	0	1	1	2	0	0	3	3	2	1
FBgn0015222	80	37	97	130	49	79	170	109	58	67	79	165
FBgn0015221	89	45	171	246	62	98	276	190	83	76	100	294
FBgn0261704	0	0	1	0	1	2	3	2	0	1	0	5
FBgn0027544	136	46	30	84	37	58	87	33	75	53	15	54
FBgn0039764	95	75	35	63	57	84	88	64	60	62	33	37
FBgn0039765	239	164	95	90	133	138	83	89	181	163	51	85
FBgn0039766	550	320	63	85	214	251	93	73	348	350	44	86
FBgn0039767	509	260	252	275	360	412	344	313	539	524	193	465
FBgn0039768	18	8	6	3	8	12	13	8	13	17	6	14
FBgn0039769	19	18	18	16	14	17	21	9	25	25	39	52
FBgn0039770	6	0	6	2	12	9	10	2	3	12	7	2
FBgn0039771	5	4	2	7	2	2	7	4	5	10	3	2
FBgn0028646	23	9	16	12	6	9	25	10	12	13	14	21
FBgn0039773	260	121	44	81	69	97	84	56	105	134	27	96
FBgn0039774	16	12	31	17	21	29	19	27	11	22	18	23
FBgn0039776	68	38	166	120	69	92	138	165	101	87	110	216
FBgn0260440	72	34	327	125	82	158	144	337	87	112	119	339
FBgn0039777	10	8	6	5	6	5	5	1	7	5	0	2
FBgn0039778	8	1	2	1	2	2	8	5	5	4	4	2
FBgn0039779	8	2	11	4	2	11	10	10	7	8	9	12
FBgn0026190	6	7	6	3	2	2	10	2	3	6	3	7
FBgn0039780	13	5	8	2	1	5	7	5	14	6	11	15
FBgn0051371	7	7	7	7	5	11	10	6	12	7	11	20
FBgn0051014	13	5	11	9	10	11	8	13	10	5	8	27
FBgn0039782	5	5	4	6	7	5	11	6	7	6	6	6
FBgn0054041	5	2	6	2	2	3	4	1	7	3	2	6
FBgn0039783	7	5	7	4	9	5	14	4	12	3	9	6
FBgn0051524	4	0	5	2	3	6	4	1	4	6	4	3
FBgn0039784	14	12	29	36	8	17	29	30	13	11	20	24
FBgn0027654	5	2	3	4	1	4	1	2	5	4	5	7
FBgn0082582	735	329	123	180	212	284	190	129	262	253	80	212
FBgn0083991	5	1	0	0	1	1	2	0	4	1	0	2
FBgn0039787	98	48	24	49	32	53	36	28	35	49	23	29
FBgn0039788	12	16	7	10	7	7	10	5	18	14	6	5
FBgn0039789	15	6	8	8	14	13	11	5	11	14	6	11
FBgn0039790	176	87	66	83	96	115	68	78	140	134	42	102
FBgn0051019	9	4	6	8	5	4	8	4	12	4	6	8
FBgn0051021	8	3	4	3	5	5	11	4	5	5	8	6
FBgn0051017	3	1	2	1	2	0	6	4	3	2	5	2
FBgn0051016	3	2	2	2	3	3	3	2	1	7	1	5
FBgn0266259	1	0	1	0	1	0	0	0	1	0	2	1
FBgn0039792	2	0	19	1	6	4	7	9	5	0	3	4
FBgn0051013	6	3	37	2	8	18	6	34	2	4	7	12
FBgn0051015	6	6	55	0	21	29	9	54	4	5	6	15
FBgn0085461	9	10	8	4	4	8	5	8	16	24	4	6
FBgn0085462	3	0	6	4	4	3	1	3	3	2	3	3
FBgn0039795	13	6	17	5	5	13	14	12	15	3	9	10
FBgn0039796	4	2	4	2	0	7	2	3	4	3	5	4
FBgn0000274	6	6	1	1	6	0	3	2	6	7	5	7
FBgn0051010	3	4	3	3	0	1	1	1	1	0	2	4
FBgn0039797	14	10	9	8	10	6	10	2	20	10	7	9
FBgn0039798	6	5	6	2	1	4	6	2	4	4	4	6
FBgn0039799	5	2	2	1	3	4	6	5	3	2	3	1
FBgn0039800	6	2	32	7	11	13	9	39	2	5	11	3
FBgn0039801	6	3	2	2	1	2	0	3	0	4	5	5
FBgn0004606	70	35	756	73	424	536	101	838	122	95	77	232
FBgn0011739	391	193	274	342	251	250	406	282	318	336	167	419
FBgn0039802	234	129	74	114	134	123	138	80	249	281	77	128
FBgn0027598	233	115	279	257	250	312	249	288	345	399	226	526
FBgn0039804	15	12	8	9	4	10	15	7	13	15	8	16
FBgn0003720	2367	1041	21	120	456	559	179	22	1421	1334	89	242
FBgn0039805	0	0	3	4	2	0	2	3	4	1	2	2
FBgn0039806	7	2	4	3	7	10	6	1	6	3	8	4
FBgn0039807	7	5	6	7	10	7	12	2	10	7	8	2
FBgn0039808	46	21	30	24	16	39	33	22	40	42	27	44
FBgn0039809	184	105	201	211	121	179	210	208	201	214	90	269
FBgn0000416	496	257	589	525	346	430	476	589	411	412	204	582
FBgn0015032	17	9	3	14	5	5	11	2	14	9	6	6
FBgn0053483	14	5	1	2	0	0	3	3	1	1	3	1
FBgn0020912	35	29	46	22	33	34	33	42	31	41	31	55
FBgn0039810	2	1	2	2	4	2	3	0	0	1	1	1
FBgn0039811	3	2	1	2	0	0	2	0	2	1	1	2
FBgn0039812	10	5	7	4	3	12	7	4	12	9	13	3
FBgn0062411	0	1	0	1	2	1	0	3	1	0	1	1
FBgn0004573	13	5	14	5	7	7	9	7	9	5	8	5
FBgn0051008	3	1	2	1	2	6	1	1	3	0	2	2
FBgn0051007	1	3	0	4	4	2	5	3	2	1	2	5
FBgn0053773	1	1	5	0	2	1	2	0	2	2	3	0
FBgn0010015	16	11	8	3	7	11	9	5	12	11	3	5
FBgn0053920	26	6	6	9	10	7	10	4	21	10	2	12
FBgn0016123	9	5	13	10	7	7	18	2	12	13	7	16
FBgn0010808	237	105	93	98	150	157	104	118	200	170	54	132
FBgn0002413	216	93	230	223	129	172	296	250	210	196	107	335
FBgn0024288	4	3	10	9	7	9	9	4	11	13	9	12
FBgn0039816	8	4	1	5	3	7	5	4	6	1	6	7
FBgn0039817	3	1	1	0	7	4	9	3	5	1	2	7
FBgn0039818	10	12	12	11	9	14	29	9	19	18	26	19
FBgn0261395	1	0	4	1	1	1	3	3	4	1	5	2
FBgn0039820	17	9	12	9	10	8	24	8	21	28	24	13
FBgn0039821	7	4	9	12	5	11	12	21	20	14	31	28
FBgn0013973	22	8	11	5	10	20	16	5	13	5	9	21
FBgn0086704	14	7	17	7	9	12	8	6	12	6	10	12
FBgn0051004	78	30	34	23	28	39	28	21	68	54	23	31
FBgn0004389	7059	3615	28	35	2871	3774	34	15	6381	5746	20	21
FBgn0039827	20	14	62	26	30	37	45	71	35	38	30	41
FBgn0267435	133	71	64	164	70	84	141	91	110	124	60	187
FBgn0061476	317	167	185	244	163	163	253	206	258	304	144	310
FBgn0039828	663	356	317	293	402	492	324	380	480	457	110	280
FBgn0039829	610	351	198	243	276	316	268	205	369	383	108	195
