Toll10b_2	Toll9_2	Toll10b_1	Gd7_2	Gd7_1	Toll9_1
Region783	194	1436	105	409	873	641
Region784	1025	5027	389	1655	3750	2226
Region785	2896	6324	818	3805	9389	2782
Region786	6067	15230	1867	5993	13365	6847
Region787	628	1602	176	887	1859	633
Region788	291	534	97	403	1107	225
Region789	497	2073	222	713	1623	967
Region790	198	544	45	170	454	239
Region791	293	1002	96	357	736	422
Region792	856	2259	274	567	1749	979
Region793	270	858	54	306	864	425
Region794	184	581	51	206	492	289
Region795	203	667	72	305	516	361
Region796	109	495	18	201	275	184
Region797	246	984	54	282	582	366
Region798	500	1838	160	421	609	797
Region799	1505	4226	338	1314	2684	1880
Region800	377	1224	99	342	728	518
Region801	381	1032	117	396	742	491
Region802	116	565	40	206	331	303
Region803	260	687	74	227	391	281
Region804	779	1530	516	838	2290	720
Region805	437	2161	188	735	1508	1038
Region806	1087	3384	283	924	1967	1416
Region807	177	468	45	279	506	211
Region808	455	959	116	504	921	429
Region809	680	2382	253	589	1477	928
Region810	900	2301	159	873	2010	906
Region811	1024	3202	255	1232	2400	1263
Region812	375	1140	74	288	768	508
Region813	813	1630	526	900	2356	850
Region814	284	139	81	52	88	64
Region815	895	242	318	139	189	136
Region816	674	201	279	103	170	67
Region817	402	111	189	64	74	61
Region818	362	113	165	80	79	48
Region819	798	1520	527	819	2318	760
Region820	339	786	78	315	727	309
Region821	1656	3086	420	1956	3767	1322
Region822	1103	2145	484	690	1643	1075
Region823	190	481	68	187	360	289
Region824	744	1864	240	742	1777	1012
Region825	263	760	83	292	579	411
Region826	830	2479	351	826	2360	1177
Region827	193	774	50	248	451	335
Region828	335	916	127	537	753	440
Region829	808	2346	160	856	1788	872
Region830	311	915	78	321	692	431
Region831	291	1120	86	503	1005	584
Region832	267	3285	77	1228	2579	1618
Region833	59	608	14	218	379	317
Region834	271	429	105	252	603	186
Region835	645	1862	162	507	1231	773
Region836	575	1097	111	616	1250	470
Region837	370	1040	107	337	682	508
Region838	248	2476	48	516	660	1121
Region839	3795	1706	1201	375	475	752
Region840	878	2780	216	634	1367	1148
Region841	2658	6724	804	2053	4731	2724
Region842	792	2344	206	963	2100	1037
Region843	346	1033	112	200	480	435
Region844	649	2021	180	1020	1678	873
Region845	237	656	80	292	766	255
Region846	345	990	68	323	505	458
Region847	610	2202	157	671	1244	1011
Region848	817	2466	137	746	1727	1096
Region849	1319	2836	421	1903	3093	1158
Region850	338	1112	110	390	1236	456
Region851	86	332	18	467	957	172
Region852	62	188	12	655	1056	82
Region853	70	240	19	605	1363	114
Region854	351	1171	89	296	831	535
Region855	1372	3721	312	1355	2928	1551
Region856	647	1993	136	719	1650	850
Region857	300	743	82	264	482	351
Region858	536	1189	209	606	1120	530
Region859	311	812	60	331	855	385
Region860	1498	3539	387	1269	3620	1501
Region861	327	915	54	416	756	405
Region862	1599	4010	337	1559	3314	1688
Region863	394	874	103	425	1118	366
Region864	466	972	121	466	937	425
Region865	224	874	60	328	608	421
Region866	809	2526	173	925	1620	965
Region867	422	931	153	405	819	432
Region868	515	1291	143	522	991	612
Region869	332	948	102	286	763	436
Region870	268	790	67	317	368	365
Region871	873	2155	161	664	1435	917
Region872	761	2321	229	748	1668	1024
Region873	902	3071	458	1283	2663	1693
Region874	463	1927	217	602	1172	990
Region875	84	750	33	163	292	372
Region876	170	746	57	214	332	413
Region877	130	503	62	124	305	280
Region878	380	1369	140	400	766	723
Region879	471	2524	242	992	1953	1409
Region880	4924	13103	2361	8742	18066	6908
Region881	668	742	226	1002	2554	368
Region882	94	583	48	224	328	265
Region883	206	978	54	397	727	428
Region884	1737	6304	732	2840	4571	3038
Region885	1379	9116	536	1916	3288	4411
Region886	1215	7344	573	1836	3467	3404
Region887	2068	7178	1025	5001	8302	3424
Region888	280	1218	90	459	923	609
Region889	259	919	83	391	665	419
Region890	387	1670	174	597	1310	824
Region891	1074	4357	399	1356	3285	2002
Region892	359	885	88	294	639	393
Region893	1054	4261	350	1113	2409	1717
Region894	2002	5945	726	1345	3978	2253
Region895	157	684	49	170	366	311
Region896	146	460	39	170	343	250
Region897	785	2234	167	641	1287	978
Region898	298	926	73	324	580	382
Region899	407	2457	146	992	1750	956
Region900	278	985	46	261	680	356
Region901	314	878	75	384	664	365
Region902	448	1645	180	472	1087	703
Region903	1819	3145	557	1576	4654	1443
Region904	1031	2888	488	925	2390	1391
Region905	339	556	89	404	618	227
Region906	4781	12049	1708	4335	9331	5142
Region907	236	695	79	273	518	328
Region908	319	1423	63	201	394	590
Region909	350	1228	77	389	592	524
Region910	370	954	126	312	830	498
Region911	312	304	96	161	339	112
Region912	835	2115	240	1006	1887	895
Region913	709	1943	151	491	933	786
Region914	1576	2772	422	1692	3696	1229
Region915	626	1651	235	631	1139	654
Region916	0	452	21	64	190	191
Region917	844	633	163	539	1533	315
Region918	665	1729	147	488	1590	725
Region919	700	1965	171	531	1246	850
Region920	555	2558	229	659	1341	1066
Region921	1117	4319	299	1634	2703	1881
Region922	191	496	47	201	361	201
Region923	1502	3299	399	1596	3613	1369
Region924	343	725	77	319	610	347
Region925	296	848	64	284	507	319
Region926	1200	3024	352	1154	2812	1261
Region927	315	981	85	373	781	383
Region928	770	1689	580	943	2416	778
Region929	1260	3054	340	1369	2345	1351
Region930	1346	3495	367	1205	2471	1431
Region931	270	453	71	234	543	196
Region932	385	698	69	406	733	227
Region933	972	1464	165	851	1562	547
Region934	132	29	49	34	39	14
Region935	283	57	149	48	39	24
Region936	136	41	67	41	51	17
Region937	162	41	81	39	43	14
Region938	385	95	167	75	124	56
Region939	2288	440	782	372	613	201
Region940	221	49	104	46	84	14
Region941	411	123	168	90	176	67
Region942	881	2138	222	638	1378	978
Region943	276	926	84	307	482	431
Region944	194	605	76	176	370	260
Region945	942	2974	200	935	1822	1226
Region946	545	1024	103	685	1084	419
Region947	2743	5445	717	2267	5366	2329
Region948	561	2026	190	662	1345	978
Region949	1057	2730	286	1055	2159	1288
Region950	605	1482	121	580	967	598
Region951	926	2053	302	685	1773	888
Region952	159	638	112	143	434	364
Region953	650	2336	168	567	1000	1027
Region954	296	605	94	240	499	284
Region955	312	290	109	187	436	120
Region956	283	267	131	131	208	149
Region957	211	240	148	112	126	151
Region958	355	361	216	145	292	188
Region959	156	219	90	58	141	137
Region960	307	796	128	332	908	367
Region961	842	3000	234	975	2156	1387
Region962	429	1084	177	468	908	498
Region963	881	1795	299	549	1712	808
Region964	122	475	16	335	590	179
Region965	774	2013	233	765	2081	798
Region966	508	909	210	543	1044	463
Region967	1781	3830	452	1190	2882	1689
Region968	278	600	83	279	607	254
Region969	239	572	60	288	514	236
Region970	784	1493	243	630	1385	658
Region971	262	583	44	246	472	265
Region972	1144	2539	295	1186	2477	1121
Region973	1011	1867	340	715	1393	789
Region974	596	1589	211	306	628	749
Region975	229	750	74	311	414	360
Region976	384	701	137	362	898	418
Region977	563	1981	206	626	1388	857
Region978	546	1494	132	571	1083	640
Region979	1125	2584	337	917	2841	1059
Region980	2355	4966	600	2257	5522	1982
Region981	963	2972	236	1465	3544	1274
Region982	527	729	147	425	1101	297
Region983	1247	2025	397	980	2964	966
Region984	876	2033	279	731	2007	1049
Region985	1205	2331	448	1101	3148	1272
Region986	458	1195	107	471	1286	622
Region987	820	1452	171	516	1666	683
Region988	4631	8915	1801	3882	11978	4126
Region989	1220	3176	669	1805	4178	1472
Region990	1451	3389	398	1523	3464	1261
Region991	994	3041	306	977	2656	1319
Region992	429	666	96	235	688	264
Region993	283	154	105	98	160	86
Region994	226	126	100	59	82	79
Region995	226	140	66	80	158	54
Region996	263	141	88	83	210	88
Region997	551	348	170	229	746	191
Region998	308	322	64	133	432	148
Region999	260	349	108	142	446	144
Region1000	2912	5100	890	2403	5902	2220
Region1001	193	278	31	828	1112	129
Region1002	133	434	44	138	280	238
Region1003	126	555	53	200	303	254
Region1004	741	2617	296	642	901	1304
Region1005	278	725	120	205	370	426
Region1006	537	1713	278	826	1276	818
Region1007	283	809	125	296	495	424
Region1008	238	979	85	330	685	506
Region1009	145	672	61	212	547	302
Region1010	212	557	96	162	374	298
Region1011	187	443	78	127	264	283
Region1012	281	763	151	182	441	429
Region1013	717	1592	319	519	1100	881
Region1014	148	591	52	155	459	326
Region1015	104	492	21	247	297	250
Region1016	386	1476	174	585	1195	739
Region1017	445	1157	138	634	1173	579
Region1018	454	373	80	198	686	192
Region1019	421	449	91	180	681	210
Region1020	1532	2982	395	1325	3192	1166
Region1021	1496	3698	405	1426	3407	1460
Region1022	299	687	105	358	864	321
Region1023	427	680	153	436	1264	352
Region1024	886	2079	196	878	2497	907
Region1025	1100	2550	344	1449	3446	1036
Region1026	1168	3119	357	997	2883	1347
Region1027	1112	3368	359	1202	3351	1464
Region1028	836	2023	225	770	1848	942
Region1029	290	872	29	207	472	313
Region1030	988	2135	202	670	1767	820
Region1031	312	106	57	132	158	36
Region1032	353	1032	110	358	915	475
Region1033	1482	4493	436	1659	4302	1832
Region1034	918	2324	280	1092	2937	1022
Region1035	0	958	59	358	1080	404
Region1036	170	537	46	226	668	256
Region1037	2419	5849	586	2070	6622	2368
Region1038	194	650	58	206	509	310
Region1039	452	1500	153	424	1212	654
Region1040	1059	2627	344	1443	3439	1185
Region1041	803	3489	221	1017	2699	1451
Region1042	273	1458	85	509	1579	598
Region1043	1898	3181	429	1294	4128	1450
Region1044	262	678	81	208	590	305
Region1045	645	2215	139	564	1653	874
Region1046	786	2003	215	805	1885	889
Region1047	923	2282	274	1027	3116	897
Region1048	134	287	34	246	432	122
Region1049	2596	6226	496	1926	5280	2275
Region1050	154	337	66	232	666	170
Region1051	230	548	111	340	1078	236
Region1052	124	194	23	215	384	94
Region1053	1139	3060	261	1062	3019	1266
Region1054	920	3241	309	928	2504	1422
Region1055	68	816	26	178	432	334
Region1056	366	2685	146	710	2006	1127
Region1057	329	465	92	405	921	211
Region1058	390	810	130	380	943	376
Region1059	106	453	38	152	546	218
Region1060	1310	3008	185	1162	3365	1134
Region1061	205	548	56	183	462	256
Region1062	426	882	88	320	859	400
Region1063	824	1571	172	511	1154	657
Region1064	247	454	69	161	470	192
Region1065	392	1128	70	281	586	440
Region1066	325	679	69	178	540	303
Region1067	126	227	86	245	751	108
Region1068	244	665	27	167	385	318
Region1069	524	1111	145	562	1779	387
Region1070	393	948	143	444	1193	393
Region1071	301	657	84	378	972	253
Region1072	288	782	103	366	712	282
Region1073	911	2165	306	1358	3835	770
Region1074	296	640	81	376	755	269
Region1075	1959	3545	379	1312	4130	1424
Region1076	282	363	138	226	584	149
Region1077	347	759	87	222	774	350
Region1078	2109	4980	502	1829	6011	2056
Region1079	757	1960	125	509	1354	862
Region1080	750	2716	204	697	2252	1163
Region1081	330	995	87	278	838	430
Region1082	220	818	91	362	803	406
Region1083	114	438	20	77	178	234
Region1084	991	2759	267	902	2440	1252
Region1085	176	677	39	155	382	271
Region1086	1206	1950	351	1025	3329	770
Region1087	1346	4079	287	1117	2875	1474
Region1088	2698	6667	663	1938	5850	2748
Region1089	2265	6240	581	2085	5569	2696
Region1090	1155	1819	326	936	2681	826
Region1091	1543	3405	387	1189	3628	1389
Region1092	2212	5595	647	1886	6304	2299
Region1093	1327	4787	351	1317	3984	2126
Region1094	1551	4043	369	1205	3000	1628
Region1095	78	685	25	68	226	272
Region1096	675	2367	143	480	1402	1007
Region1097	240	1031	119	469	835	428
Region1098	1289	3041	322	982	2737	1314
Region1099	782	2244	163	619	1987	984
Region1100	585	1617	158	549	1280	665
Region1101	1005	4599	264	1486	4302	2010
Region1102	2070	4890	601	2054	5788	1963
Region1103	1447	3733	315	1223	3042	1489
Region1104	2427	5129	487	2025	5018	2316
Region1105	617	1344	140	575	1436	637
Region1106	579	1864	146	322	1149	805
Region1107	669	1144	168	703	1987	501
Region1108	2010	5444	525	1822	5529	2168
Region1109	553	1231	164	761	1291	491
Region1110	605	1637	109	497	1411	761
Region1111	882	3124	295	828	2804	1403
Region1112	795	2604	245	797	2277	1097
Region1113	794	1828	258	1005	2428	870
Region1114	698	2573	185	1076	3252	992
Region1115	714	2055	158	506	1506	842
Region1116	625	1622	140	534	1733	698
Region1117	156	280	83	205	798	118
Region1118	215	435	90	309	946	179
Region1119	1294	3792	282	1083	2788	1790
Region1120	214	638	38	148	422	302
Region1121	2489	6411	635	2080	5949	2622
Region1122	2461	5573	619	2248	5966	2356
Region1123	1777	4798	460	1673	4909	2019
Region1124	598	1844	195	710	1807	822
Region1125	644	1821	224	626	1966	793
Region1126	132	340	62	118	229	164
Region1127	364	1087	76	347	638	434
Region1128	377	1163	145	446	883	530
Region1129	1529	1499	485	932	1522	616
Region1130	481	774	188	264	472	338
Region1131	303	670	82	242	736	291
Region1132	577	1607	141	603	1138	737
Region1133	2363	5782	578	2011	5212	2190
Region1134	498	1028	215	602	1147	472
Region1135	225	555	63	220	364	252
Region1136	574	929	164	659	1232	482
Region1137	234	801	75	250	623	387
Region1138	807	2070	233	712	2055	847
Region1139	1461	2727	357	927	2705	1140
Region1140	133	631	42	201	413	328
Region1141	657	1999	261	896	1585	1089
Region1142	164	756	74	315	520	371
Region1143	608	4392	312	3232	7285	2168
Region1144	440	3618	209	1408	3312	1841
Region1145	756	4205	258	1772	3741	1893
Region1146	157	928	49	406	529	438
Region1147	212	685	61	254	534	271
Region1148	834	1585	237	773	1877	755
Region1149	263	373	132	192	543	184
Region1150	1045	1870	365	927	2877	897
Region1151	217	652	39	572	1380	299
Region1152	981	2173	278	982	3060	848
Region1153	199	1008	65	278	647	454
Region1154	294	691	85	331	709	389
Region1155	539	3062	207	1335	2400	1388
Region1156	1701	7270	662	4102	7589	3446
Region1157	154	1493	49	503	697	681
Region1158	615	4115	280	1385	2204	1978
Region1159	994	4369	478	1691	2482	2052
Region1160	93	613	24	202	311	252
Region1161	106	541	45	191	288	247
Region1162	189	482	72	279	483	291
Region1163	575	3173	198	1591	2724	1524
Region1164	152	964	43	468	671	491
Region1165	128	764	50	328	747	414
Region1166	1099	4218	521	1202	2461	2056
Region1167	104	452	51	85	257	262
Region1168	276	698	64	215	433	298
Region1169	239	640	85	222	570	322
Region1170	298	644	109	329	959	289
Region1171	1912	4241	525	1650	3351	1743
Region1172	303	903	76	264	538	378
Region1173	722	2418	279	718	1183	1086
Region1174	4038	8952	1357	4626	8913	3976
Region1175	1573	2916	418	1798	3791	1361
Region1176	1257	3477	279	1349	2850	1413
Region1177	580	1603	115	561	1226	702
Region1178	1389	4046	349	1477	2964	1730
Region1179	423	983	118	421	865	391
Region1180	231	721	77	323	676	349
Region1181	800	2663	370	1237	2829	1207
Region1182	648	1226	167	539	1292	584
Region1183	337	645	81	502	804	265
Region1184	2590	5892	789	2882	6520	2505
Region1185	1189	1631	334	1073	2122	694
Region1186	447	933	150	411	842	412
Region1187	215	676	82	339	535	303
Region1188	173	477	75	204	455	246
Region1189	446	1275	101	477	1088	568
Region1190	1184	3138	359	1234	2355	1301
Region1191	152	584	54	205	335	255
Region1192	305	559	106	529	893	256
Region1193	1700	5653	395	1384	2529	2278
Region1194	303	1287	152	379	754	587
Region1195	442	2370	174	895	2112	1217
Region1196	1033	2987	264	931	1824	1304
Region1197	256	857	78	442	655	413
Region1198	587	2185	185	789	1418	893
Region1199	325	908	99	268	522	411
Region1200	802	1815	125	582	1142	777
Region1201	216	825	48	346	650	371
Region1202	326	974	89	315	464	433
Region1203	345	1055	106	444	786	420
Region1204	305	946	123	379	710	446
Region1205	1615	3777	724	2547	4198	1842
Region1206	4571	10410	2164	5597	11745	5249
Region1207	935	6771	415	3918	5914	3150
Region1208	299	999	75	391	500	488
Region1209	1200	3893	373	944	1731	1639
Region1210	222	832	53	292	419	348
Region1211	206	829	49	252	414	394
Region1212	459	1549	115	522	916	660
Region1213	251	817	64	319	661	371
Region1214	173	709	44	330	465	298
Region1215	611	2415	195	474	707	1072
Region1216	368	479	161	461	1087	325
Region1217	568	1230	222	844	1338	594
Region1218	123	465	51	173	319	240
Region1219	686	2047	191	791	1308	899
Region1220	1875	4054	488	1417	2428	1479
Region1221	3941	1668	1137	669	1030	654
Region1222	281	761	86	271	486	358
Region1223	158	484	34	159	210	248
Region1224	321	1129	69	397	651	476
Region1225	631	1628	180	695	1618	701
Region1226	298	968	97	360	587	417
Region1227	333	896	105	375	785	374
Region1228	456	1363	89	542	1007	548
Region1229	187	740	42	206	315	339
Region1230	1507	2721	605	1650	3755	1197
Region1231	378	1062	70	352	675	416
Region1232	288	693	84	363	509	325
Region1233	278	735	49	485	660	310
Region1234	987	2181	237	724	1579	879
Region1235	326	624	61	169	331	254
Region1236	266	581	41	182	342	284
Region1237	965	3830	244	902	2285	1376
Region1238	215	877	59	224	475	389
Region1239	294	867	91	281	667	407
Region1240	585	1648	159	542	907	675
Region1241	182	875	51	261	452	396
Region1242	362	962	106	438	988	421
Region1243	317	674	79	252	696	350
Region1244	1772	2664	552	1862	3394	1175
Region1245	6529	10348	2301	6059	12377	4137
Region1246	311	901	70	414	568	424
Region1247	519	1570	131	546	1030	735
Region1248	1960	6659	670	1973	4646	2848
Region1249	397	1298	106	578	1030	560
Region1250	146	591	58	160	355	304
Region1251	988	2519	309	962	1991	1177
Region1252	949	2170	254	1008	2439	954
Region1253	1044	2788	293	1030	2535	1179
Region1254	1844	6355	630	2681	4933	2555
Region1255	4521	13869	1391	6055	11874	5658
Region1256	436	1478	139	701	1310	707
Region1257	1888	4800	407	1606	3288	2004
Region1258	399	1467	101	352	561	638
Region1259	59	512	35	89	239	232
Region1260	359	1312	194	486	1160	653
Region1261	216	574	82	227	629	272
Region1262	666	876	265	677	1463	464
Region1263	398	1786	226	587	1028	778
Region1264	109	737	37	193	321	282
Region1265	465	1421	130	505	898	617
Region1266	407	1352	164	340	1063	621
Region1267	349	1337	100	565	939	599
Region1268	730	2702	227	863	1205	1123
Region1269	268	871	99	301	594	444
